käsi	kääs
siis	siss
saama	sai
küün	küin
ka	ka
veel	vel
otsa	`otsa
siis	ss
olema	on
pikk	pikk
laut	laut
andma	annab
kõndima	`kõn'dida
kohe	kuhe
siit	sit
ja	ja
noh	nohh
kolm+kümmend	kolm+gümmend
või	võe
üks	üks
kolm+kümmend+kolm	kolm+gümmend+kolm
või	või
kuus	kuus
mis	mis
need	neid
sees	sehes
olema	onn
lüpsi+lehm	lüps'i+lehmad
kõik	kõik
jah	jahh
siin	siin
noor	`noori
ei	eij
olema	ole
tooma	tuvvasse
nii+sugune	nisuksed
kes	kiss
lüpsma	`lüpsma
saama	saavad
muidu	muidu
olema	onn
siin	siin
kõik	kõik
ikka	ikke
kõik	kõik
lüpsi+lehm	lüpsi+lehmad
nüüd	nüid
ei	eij
olema	ole
pull	`pul'li
ka	kaa
enam	änam
nüüd	nüid
olema	onn
kõik	kõik
nii+sugune	nisuksed
kus	kus
tema	ta
olema	onn
aga	aga
kus	kus
tema	ta
olema	onn
tulema	tulnud
aga	aga
kus	kus
tema	ta
olema	onn
tulema	tulnud
aga	aga
siin	siin
tema	ta
olema	onn
ikka	ikke
juba	juba
põlv	põlvest
põlv	`põlve
no	noo
ütlema	`ütlem
mina	mina
mäletama	mäletta
ikka	ikke
kolmas	kolmandat
põlv	`põlve
osa	osast
ei	eij
olema	ole
mina	mina
ei	ei
mäletama	mäletta
rohkem	`rohkem
jah	jahh
jaa	ja
jah	jahh
elama	elas
küll	küll
ja	ja
isa	isa
isa	isa
ka	kaa
veel	vel
ema	ema
olema	ol'i
mina	mull
Käre+vere	Käre+verest
pärit	perit
siit	siit
noh	nohh
sinna	`senna
kus	kos
tema	ta
elama	elas
saama	saab
üks	üks
ligi	ligi
kümme	kümme
kilo+meeter	kilu+mettert
Topa	Toppa
talu	talust
tooma	`toodud
ei	eij
olema	ole
olema	onn
küll	küll
olema	onn
jah	jahh
Käre+vere	Käre+vere
olema	onn
ka	ka
Äksi	Äksi
järgi	`järgi
küll	küll
jah	jahh
ja+jah	jaa+jahh
ikka	ikke
tänane	tänase
päev	päävani
Äksi	Äksi
kirik	kerikkus
noh	nohh
vanasti	vanast
olema	ol'id
ikka	ikke
kirik	kerikkud
tähtis	`tähtsad
ega	ega
siis	s
nüüd	nüüd
enam	ämm
nii	nii
ei	eij
olema	ole
vanasti	vanast
olema	ol'id
ikka	ikke
iga	iga
püha+päev	püha+ba
kirik	kerikkud
ja	ja
nüüd	nüid
kunas	kuna
harva	`arva
olema	onn
ja	ja
ega	ega
rahvas	rahvass
ei	ei
käima+ki	`käigi
kirik	kerik
olema	onn
nagu	nigu
jääma	jäänd
vana	vanast
mood	moodust
ju	jo
nüüd	nüd
saama	saab
meie	meil
Äksi	Äksi
kirik	kerikku
juurde	jure
üks	üks
kaheksa	kahessa
kilo+meeter	kilu+mettert
tjah	tjahh
jah	jahh
mina	maa
ei	i
käima	käinud
eks	eks
ikka	ikke
olema	olnd
mina	mina
ei	i
tahtma	taha
mina	ma
jääma	jään
jalgu	`jalgu
es	ss
saama	saa
hästi	`äs'ti
kõndima	`kõn'dida
ja	ja
mis	mis
mina	ma
rahvas	`rahva
sekka	`sekka
minema	lähän
siis	siss
olema	ol'i
palju	pal'lu
hobune	obuseid
aga	aga
nüüd	nüid
olema	onn
palju	pal'lu
masin	mas'inid
noh	nohh
see	seda
tulema	tul'i
ka	kaa
ette	`ette
vanasti	vanast
olema	ol'id
ega	ega
siis	s
vanasti	vanast
masin	mas'inad
olema	olnd
kõik	kõik
ikka	ikke
hobune	obuse
värk	vär'k
no	no
kes	kell
olema	ol'l
ikka	ikke
kange	`kangem
hobune	obune
see	see
võima	võis
ette	`ette
sõitma	`sõitta
olema	ol'i
olema	ol'i
moodus	moodus
küll	küll
jah	jahh
jah	jahh
jah	jahh
jah	jahh
olema	ol'i
moodus	*moodus
küll	küll
see	sell
aeg	aal
jah	jahh
jah	jahh
nüüd	nüid
olema	onn
need	niid
mood	moodud
kõik	kõik
kaduma	kadunuvad
ja	ja
ja	ja
nüüd	nüid
olema	onn
masin	mas'inatte
värk	vär'k
hobune	obostega
suurt	suurt
tegema+ki	`tähtegi
kõik	kõik
masin	mas'inad
töötama	`tüüttavad
ja	ja
vedama	`viavad
ja	ja
hobune	obost
ikka	ikke
et	t
vähe	vähä
tarvis	tarvis
mis	miss
olema	onn
küll	küll
ikka	ikke
olema	onn
küll	küll
hobune	obosi
ka	kaa
olema	onn
küll	küll
sovhoos	sovhoosil
olema	onn
hobune	obosid
noh	nohh
ega	ega
era+inimene	eral+in'imesel
nüüd	nüd
palju	pal'lu
ei	eij
olema+ki	olegi
hobune	obost
meie	meil
olema	onn
siin	sin
hobune	obune
aga	aga
siin	siin
olema	onn
nüüd	nüid
kari	kari
sees	sehes
kari	karjale
vedama	vedada
ja	ja
siis	siss
olema	onn
hobu	obu
siin	sin
tarvitama	tarvittada
ka	kaa
ja	ja
aga	aga
muidu	muidu
ei	eij
olema	ole
hobune	obost
küll	küll
ei	eij
olema	ole
palju	pal'lu
siin	siin
üks	üks
ainuke	aenukke
naiste+rahvas	naeste+rahvas
kes	kiss
söötma	söödab
vesi	ves'i
olema	onn
laut	laadas
ise	is'i
minema	lähep
laut	`lautta
ja	ja
lehm	lehmadel
olema	onn
kõik	kõik
nii+sugune	nisuksed
sõim	sõemed
või	võe
pump	pumbad
vajutama	vaeuttab
nina	ninaga
vesi	ves'i
tõusma	tõuseb
üles	ülesse
sealt	säält
jooma	joob
jah	jahh
ei	eij
olema	ole
nemad	neil
vesi	vee
kandmine	`kanmest
ei	ei
miski	midagi
muud+kui	mut+ku
nüüd	nüd
söök	süük
ette	`ette
kandma	`kanda
ja	ja
puhastama	puhastada
ja	ja
noh	nohh
siis	siss
puhastamine	puhastamene
olema	onn
jälle	jälle
siin	sin
karja+mees	karja+me
töö	tüü
jälle	jälle
siis	siss
puhastama	puhastab
ajama	aab
sõnnik	sõn'nikku
välja	`väl'lä
puhas	puhas
laut	laut
kõik	kõik
pump	pumbaga
vesi	ves'i
ise	isi
laut	laadas
kõik	kõik
ja	ja
pump	pump
siin	sin
sees	sehes
väljas	`väl'läs
ja	ja
ei	ei
käima	käi
aur	auruga
vot	vott
nüüd	nüd
olema	onn
masin	mas'inad
juba	juba
jaa	jaa
vigur	vigurid
ikka	ikke
nii+sugune	nisukke
lahmakas	klahmakkas
olema	onn
see	se
olema	onn
üks	üks
neli	nel'i
toru	toro
mis	miss
panema	pannasse
siis	ss
nisa	nisade
otsa	`otsa
ja	ja
siis	siss
noh	nohh
lüpsma	lüpsavad
lüpsma	lüpsavad
aga	aga
iga	iga
lehm	lehm
ei	ei
laskma+ki	lahegi
lüpsma	`lüpsa
jah	jahh
ei	ei
laskma+ki	lahegi
ei	ei
andma+ki	annagi
piim	`piima
a	aa
naine	naesed
lüpsma	lüpsavad
ise	is'i
see	seda
jah	jahh
ja	ja
no	no
enne	`enne
lüpsma	`lüpsivad
ise	is'i
kõik	kõik
aga	aga
nüüd	nüid
olema	onn
masin	mas'inad
ikka	ikke
aga	aga
palju	pal'lu
mis	miss
ei	ei
lüpsma+ki	lüpsagi
masin	mas'inaga
tulema	tuleb
ikka	ikke
naine	naestel
oma	omal
lüpsma	`lüpsa
noh	nohh
lüpsja	`lüpsjid
ikka	ikke
need	neid
lüpsja	`lüpsjid
olema	onn
siin	sin
ikka	ikke
no	no
nüüd	nüid
masin	mas'inattega
ei	eij
olema	ole
palju	`pal'lu
aga	aga
enne	ennem
olema	ol'i
need	neid
üks	üks
kaks	kaks
kolm	kolm
tükk	`tükki
ikka	ikke
saama	said
siin	siin
piim	`piima
ka	ka
neli	nel'i
viis+sada	viis+sada
kilo	kilu
piim	`piima
nüüd	nüid
siis	siss
enne	ennem
vedama	`veet'ti
siia	siija
meier	meijeri
piim	`piima
aga	aga
nüüd	nüid
viima	viijasse
masin	mas'inaga
piim	piim
ära	ära
kõik	kõik
ja	ja
linn	`linna
ja	ja
iga	iga
hommik	ommokku
tulema	tuleb
masin	mas'in
viima	viib
piim	piima
ära	ärä
ja	ja
masin	mas'inatte
värk	vär'k
kõik	kõik
tjah	tjahh
mis	mis
siis	siss
veel	veel
olema	oless
tjah	tjahh
jah	jahh
jah	jahh
jah	jahh
tjah	tjahh
jah	jahh
oi	oi
jah	jahh
ah	ah
mina	mina
kõik	kõik
oma	oma
jõud	`jõuga
kõik	kõik
oma	oma
jõud	`jõuga
olema	olen
ehitama	ehittanud
ja	ja
ja	ja
venelane	venelased
müüri+töö	müüri+düü
tegija	tegijad
jah	jahh
ja	ja
ja	ja
venelane	venelased
tegema	tegid
müür	müüri
ja	ja
puu+töö	puu+düü
ka	ka
veel	vel
mina	mina
olema	olen
ikka	ikke
elu	elu
sees	ses
töö	tüüd
tegema	tehnu
ja	ja
noh	nohh
nüüd	nüd
surm	surm
ka	kaa
ei	i
tahtma	taha
vana+inimene	vana+in'imeisi
enam	enam
no	no
olema	oless
nõu	nõus
minema	minemas
aga	aga
tema	ta
ei	i
tahtma	taha
ju	jo
mis	mis
tema	ta
nemad	nende
vana	vana
kont	`kon'ttidega
tegema	tiib
seal	sääl
ka	kaa
ise+ki	is'igi
need	neid
päev	`päivi
küllalt	küllalt
juba	juba
saama	saanud
ja	ja
ja	ja
olema	ol'li
tervis	tervis
ka	ka
küll	küll
ikka	ikke
hea	ia
aga	aga
nüüd	nüid
olema	onn
läbi	läbi
kõik	kõik
käsi	käs'i
siit	siit
ja	ja
õlg	õlg
ei	ei
töötama	`tüütta
enam	enam
ja	ja
ja	ja
jalg	jalad
kõndimine	`kõn'dimene
nii	nii
vilets	vilets
kõik	kõik
reumatis	remattis'
mina	mina
ei	i
teadma	tia
nagu	nigu
jooksva	`joosva
haigus	`aigus
või	võe
või	võ
reumatismus	remattismus
või	võe
see	sii
olema	onn
siin	siin
puus	puusa
sees	sees
ilma	ilma
kark	kargutta
ei	ei
saama	sa
kõndima	`kõn'dida
ei	ei
saama	saa
see	se
jalg	jala
peale	päle
toetama	`toettatta
noh	nohh
siis	siss
kark	kargu
najal	naal
ikka	ikke
kõndima	kõn'nin
jah	jahh
olema	olen
mina	ma
ehitama	ehittand
ära	ära
küll	küll
siin	siin
kõik	kõik
oma	oma
jõud	`jõuga
aga	aga
nüüd	nüid
tema	ta
sovhoos	sovhoosi
käes	kääs
noh	nohh
meie	meil
olema	onn
elu+maja	elu+maea
siin	sin
elu+maja	elu+maea
olema	onn
vana	vana
viis+kümmend+kolm	viis+kümmend+kolm
aasta	`aastad
siis	sis
mina	ma
olema	ol'in
kolm+kümmend	kolme+gümne
aastane	`aastane
kui	ku
see	se
maja	maea
tegema	tegime
ja	ja
nüüd	nüid
olema	onn
juba	juba
kaheksa+kümmend+kolm	kahessa+gümend+kolm
tjah	tjahh
noh	nohh
üks	üks
vana	vana
löötsiku+kene	löötsikkukkene
olema	ol'i
olema	ol'li
rehe+tuba	rehe+duba
otsas	otsas
ja	ja
rehe+alune	reha+alune
kus	koss
tuulama	tuulatta
saama	sai
ja	ja
ja	ja
siis	ss
olema	ol'li
kaks	kaks
kamber	kammert
ka	ka
seal	säl
rehe+tuba	rehe+doa
otsas	otsas
ja	ja
ja	ja
saama	sai
kõik	kõik
kõik	kõik
ära	ära
elama	elattud
kah	kahh
rehe+peks	rehe+peksud
käsitsi	käs'itsi
rukki+rehi	`rukki+rehe
tulema	tul'i
rabama	rabada
kõik	kõik
olema	ol'id
vihk	vihus
siis	siss
ajama	aad
üles	ülesse
tuba	`tuppa
pars	partte
peale	pääle
kuiv	kuivass
saama	sai
siis	siss
tulema	tul'i
ära	ära
rabama	rabada
viimati	viimatti
tera	terad
välja	`väl'lä
ja	ja
õlg	õled
kubu	`kuppu
ja	ja
ja	ja
agan	aganad
teisale	`teisale
jälle	jälle
siis	siss
saama	sai
tuulama	tuulatta
ära	ära
puhas	`puhtast
kaks	kahe
sari	sarja
läbi	läbi
noh	nohh
puhas	puhas
küll	küll
tuul	tuul
tegema	tegi
puhas	`puhtast
ja	ja
ah	ahh
mis	mida
saama	sai
müüma	`müija
nii	nii
kuidas	kuda
keegi	`kiagi
saama	sai
müüma	`müija
kas	kass
saama	said
hein	`einu
müüma	`müija
või	või
saama	said
vili	`vil'lä
müüma	`müija
või	võe
meie	meil
siin	siin
olema	onn
kaunis	kaunis
suur	suured
heina+maa	eena+maad
meie	me
saama	saeme
hein	`einu
müüma	müija
küll	küll
mis	miss
jaa	jaa
need	need
neli	nel'i
viis+teist	viis+teis+kümme
sarvik	sarvikkud
olema	ol'id
kari	`karja
võima	võis
siin	siin
pidama	pidada
küll	küll
heina+maa	eina+mad
olema	onn
suur	suured
meie	meil
olema	ol'i
siin	siin
kilo+meeter	kilu+`meetter
pikk	pikk
heina+maa	eina+ma
all	all
Ema+jõgi	Ema+jõe
veeres	veeres
siin	siin
kohe	kuhe
ja	ja
olema	ol'i
ilus	ilusad
hein	`eina
kah	kahh
võima	võis
kari	`karja
pidama	pidada
küll	küll
käsitsi	käs'itsi
kõik	kõik
teadma	`tiatte
vikat	vikkat'tit
teadma	tiatt
ikka	ikke
kõik	kõik
vikat	vikkat'tidega
jaa	jaa
olema	ol'i
küll	küll
vaat	vatt
meie	meil
siin	sin
luht	luht
vaat	vatt
vesi	ves'i
nii	nii
et	et
ei	ei
saama+ki	`saantki
tegema	tiha
kui	kuij
olema	ol'i
vihmane	vihmane
suvi	suvi
ajama	aab
välja	`väl'lä
ja	ja
ei	ei
saama+ki	`saagi
tegema	tiha
no	no
see	seda
tulema	tul'i
vähe	vähä
mina	ma
ei	i
teadma	tia
mina	minu
elu	elu
sees	ses
vist	vist
küll	küll
kaks	kaks
kolm	kolm
kord	`korda
ja	ja
üks	üks
kord	kord
uputama	upputtas
veel	veel
kuhi	kuhjad
ära	ära
tulema	tul'i
sügis	sügise
nii	nii
suur	suur
sadu	sadu
ja	ja
nägema	nääd
need	niid
heina+maa	eina+mad
seal	säl
luht	luha
sees	ses
kõik	kõik
kuhi	kuhjadel
nupp	nuppud
olema	ol'id
väljas	väl'las
muidu	mud'u
kõik	kõik
vesi	vee
sees	sehes
enne	`enne
kui	kui
vesi	ves'i
ära	ära
alanema	alanes
siis	siss
noh	nohh
võima	võis
vedama	vedada
need	neid
ja	ja
kuivatama	kuivattada
ja	ja
no	no
häda	äda
pärast	pärast
kah	kahh
aga	a
muidu	muedu
nemad	nad
hea	iad
heina+maa	eina+maad
küll	küll
aga	aga
no	no
jõgi	jõe
ääres	ääres
ja	ja
kõik	kõik
käsi+masin	käs'i+mas'inaga
tegema	`tehtud
nüüd	nüid
seisma	seisab
siin	sin
terve	terve
see	si
luht	luht
olema	põle
raud+ki	`raudagi
sisse	`sisse
panema	`panttud
jah	jahh
jaa	jaa
ei	eij
olema	ole
nüüd	nüid
olema	on
tema	ta
kõva	kõva
ja	ja
ilus	ilus
hein	ein
tänav+aasta	tänav+`aasta
olema	onn
väga	väga
ilus	ilus
hein	ein
siin	sin
all	all
aga	aga
sovhoos	sovhoosil
olema	onn
põld	põllu
hein	`eina
nii	nii
palju	pal'lu
et	t
ei	ei
jõudma	jõvva
see+ki	sedagi
ära	ära
tegema	tiha
no	no
siis	ss
tema	ta
maa	maa
hein	`eina
ei	ei
tegema+ki	`tiigi
jääma	jääb
tema	ta
siia+samma	siija+sama
põld	põllu
ramm	rammust
jah	jahh
jah	jahh
oh	ohh
oh	ohh
oh	ohh
ja	jaa
mis	mis
sina	sull
viima	`viija
olema	ol'i
see	seda
võima	võisid
ikka	ikke
viima	`viija
turg	`turgu
ja	ja
tjah	tjahh
ikka	ikke
jahu	jahu
vakk	vakkaga
viima	viija
ja	ja
ja	ja
kartul	`karttulid
viima	viija
ja	ja
hein	`einu
viima	viija
ja	ja
ikka	ikke
üks	ühest
ja	ja
teine	teesest
mis	miss
ikka	ikke
raha	raha
rohkem	`rohkem
andma	annab
mis	miss
aga	a
linn	linnas
linn	linnas
olema	ol'id
see	sell
kord	korral
ju	jo
veo+töö+mees	veo+tüü+mehed
voori+mees	voori+mehed
kõik	kõik
olema	ol'id
hein	eina
ostja	`os'tjad
lehma+naine	lehma+`naisi
ka	ka
veel	vel
linn	linnast
ja	ja
olema	ol'i
tänane	tänase
päev	päävani
aga	aga
nüüd	nüid
hävitama	ävittadi
ära	ära
vist	vist
kas	kas
need	neid
veel	vel
olema	onn
või	või
ei	eij
olema	ole
kah	kahh
aga	a
puud	puuda
viisi	`viis'i
jah	jahh
noh	nohh
vanasti	vanast
olema	ol'i
see	se
puud	puut
neli+kümmend	nel'i+gümmend
nael	`naela
ja	ja
puudane	puudane
punt	pun't
jah	jahh
jah	jahh
muidu	muidu
ei	i
saama+ki	`saagi
ju	ju
puudane	puudased
punt	pun'did
peale	pääle
ja	ja
müüma	müisid
ära	ära
ja	ja
raha	raha
natuke	nattukke
ja	ja
ise	`endal
enne	`enne
olema	ol'i
kodu	kodu
ära	ära
kaaluma	`kaaluma
punt	`pun'tti
panema	panema
noh	nohh
hein	einttest
saama	sai
keerutama	keeruttada
nii+sugune	nisukkene
keerus	keeruss
ja	ja
hein	einad
sinna	senna
peale	`pääle
ja	ja
kokku	`kokko
tõmbama	tõmmatta
ja	ja
ja	ja
see	sellega
kinni	`kin'ni
ja	ja
nemad	nendega
tema	ta
minema	läks
linn	`linna
kah	kahh
tjah	tjahh
kõik+sugune	kõik+sugused
aeg	aead
olema	onn
olema	olnd
ja	ja
enne+vanasti	`enne+vanast
veel	vel
tegema	`tehti
nii+sugune	nisuksed
tuut	tuud'id
käänama	käänat'ti
pikk	pikkad
kohe	kuhe
nüüd	nüid
raputama	rapputtadi
hein	einad
ilusti	ilust
ja	ja
siis	ss
teine	teine
siis	ss
pöörama	`pöörass
sealt	sält
ots	otsast
pöörama	`pöörass
hein	eenad
kokku	`kokko
ja	ja
vahest	vahest
pöörama	pöörat'ti
kahe+korra	kahe+gõrra
kokku	`kokko
jälle	jälle
keerdu	`keerdu
ja	ja
siis	siss
saama	sai
nii+sugune	nisukkene
mürakas	mürakkas
kuhi	kuhe
ka	kaa
ikka	ikke
nii	nii
see	seda
nüüd	nüüd
ega	ega
siis	siss
ei	ei
müüma	`müidud
see	seda
kaal	kaaluga
see	se
andma	`an'tti
tuut	`tuud'i
viisi	viis'i
nemad	neile
kätte	`kätte
ja	ja
mina	ma
ei	i
mäletama	mäletta
ka	ka
enam	enam
see	seda
kas	kass
paar+kümmend	paar+gümmend
kopikas	`kopkad
või	võe
see	selle
ümber	`ümber
olema	ol'id
mis	miss
jaa	jaa
mina	mina
olema	olen
ise	is'i
tegema	tehnud
tema	teda
tjah	tjahh
tulema	tul'i
noh	nohh
raputama	rapputtada
niske	`niske
ring	ring
hein	`einu
maa	maha
ja	ja
pulk	pulk
sinna	senna
teine	`teise
ots	`otsa
käänama	käänat'ti
pulk	pulgaga
käänama	käänat'ti
siis	siss
ümber	`ümber
nii	ni
et	et
tema	ta
kõva	kõvast
minema	läks
juba	juba
ja	ja
siis	siss
kahe+korra	kahe+gõrra
kokku	`kokku
jälle	jälle
uuesti	uvvesti
kokku	`kokku
saama	sai
nii+sugune	nisukkene
mürakas	mürakkas
kuhi	kuhe
ja	ja
jah	jahh
olema	olen
see	seda
töö	tüüd
tegema	tehnud
küll	küll
juba	juba
jah	jahh
jah	jahh
jaa	jaa
kuhi	`kuhja
saama	said
kõik	kõik
aga	a
mina	maa
tegema	tegin
küll	küll
siia	siija
alla	`alla
siia+samma	siija+`samma
tegema	tegin
küll	küll
küün	küini
suur	suure
küün	küini
kohe	kuhe
ja	ja
aga	aga
sõda	sõa
aeg	aeg
panema	`pan'tti
põlema	põlema
ja	ja
põlema	põles
kõige	kõege
hein	einttega
ära	ära
hulka	`ulkka
hein	`einu
sees	sehes
olema	ol'i
veel	veel
põlema	põles
aga	aga
maja	maead
jääma	jäid
meie	meil
küll	küll
alles	`alles
muud+kui	mukku
heina+küün	eina+küin
põlema	põles
ära	ära
ja	ja
üks	üks
kuhi	kuhi
ristik+hein	ris'tikk+`einu
kah	kahh
need	need
olema	ol'id
kuhi	kuhjas
noh	nohh
käima	käis
ka	kaa
ikka	`ikke
käima	käis
ka	kaa
ikka	ikke
veer	`veeri
mööda	`mööda
siin	siin
olema	ol'id
ju	jo
ikka	ikke
sakslane	`sakslased
ja	ja
venelane	venelased
ja	ja
siin	siin
olema+ki	ol'igi
nii+sugune	`niskene
vahe+punkt	vahe+punkt
teisel+pool	teesel+pool
jõgi	jõge
elama	elasivad
ikka	ikke
teine	teesed
siin+pool	siin+bool
jõgi	jõge
teine	teesed
siit	siit
üle	üle
üle	üle
jõgi	jõe
veel	vel
laskma	`las'sivad
ja	ja
tjah	tjahh
sõda	sõa
aeg	aeg
noh	nohh
ikka	ikke
siin	siin
olema	ol'ime
aga	aga
siis+ki	`siiski
olema	ol'ime
siit	siit
ära	ära
käima	käisime
ära	ära
mets	metsas
enamasti	enamast
võtma	`võt'sime
ikka	ikke
kari	karja
viima	viisim
mets	`metsa
ja	ja
hobune	obosed
ja	ja
kraam	`kraami
ka	ka
ikka	ikke
paar	paar
koorem	`koormad
mis	miss
jääma	jäi
see	se
jääma	jäi
no	no
olema	ol'i
ära	ära
lõhkuma	lõhuttud
nüüd	nüd
küll	küll
kõik	kõik
siin	sin
kummut	kummut'
jääma	jäi
siia	siija
sisse	`sisse
olema	ol'i
kõik	kõik
välja	vällä
kiskuma	`kistud
ja	ja
ja	ja
kõik	`kõikke
kraam	`kraami
või	või
kõik	`kõikki
jõudma	jõvvad
ühes	ühes
vedama	vedada
paar	paar
koorem	`koormad
viima	viid
ja	ja
ja	ja
kari	kari
ka	ka
ühes	ühes
mets	`metsa
et	et
üks	üks
kümme	kümme
kilo+meeter	kilu+mettert
siin	sin
olema	onn
kroonu	kroonu
mets	mets
suur	suur
mets	mets
no	no
sinna	senna
sõda	sõda
ikka	ikke
ei	ei
puutuma	`puuttunud
seal	sääl
saama	sai
elama	elada
nii+kaua	nii+gavva
kui	kui
jälle	jälle
see	si
lahing	lahing
mööda	`mööda
minema	läks
kolima	kol'id
tagasi	tagasi
tuba	tuba
kõik	kõik
pahu+pidi	pahu+bidi
pöörama	`pöördud
ja	ja
olema	ol'i
seal	sääl
teisel+pool	teesel+pol
tuba	tuas
olema	ol'id
sees	sehes
elama	elanuvad
siis	s
olema	ol'id
paber	paberid
kiskuma	kistud
see	sii
tuba	tuba
nii	nii
täis	täis
kohe	kuhe
et	t
mis	mis
seal	säl
siis	siss
otsima	ot'sittud
või	võe
leidma	`leittud
või	võe
ja	ja
mina	mina
ikka	ikke
vanasti	vanast
tsaar	saari
aeg	aeg
korjama	korjasin
veel	vel
tsaar	saari
raha	raha
korjama	korjasin
veel	vel
neli+tuhat	nel'i+tuhat
ära	ära
tsaar	saari
raha	raha
ja	ja
et	et
ega	ega
siis	siss
tsaar	tsaari
raha	raha
ei	ei
kaduma	kao
no	no
kaduma	kadus
tsaar	saar
kaduma	kadus
raha	raha
kõik	kõik
ja	ja
jääma	jäi
mina	mul
neli+tuhat	nel'i+tuhat
nüüd	nüd
nagu	nigu
vana	vana
plekk+tops	plekki+tops
olema	ol'i
kuidas	kuda
kohv	kohvi
tops	tops
kutsuma	kutsutti
mina	ma
toppima	`toppisin
sinna	senna
sisse	`sisse
ja	ja
panema	pan'in
sinna	senna
ahi	ahju
vahele	vahele
teine	teese
aga	aga
see	selle
olema	ol'id
siis	s
välja	`väl'lä
kiskuma	`kiskunuvad
ja	ja
siis	ss
olema	ol'id
panema	pannuvad
need	ned
põlema	põlema
aga	aga
nägema	nääd
ometi	`ontti
põlema	põlema
ei	ei
minema	läänuvad
jah	jahh
raha	rahad
olema	ol'id
veer	veerest
ikka	ikke
põlema	põlenuvad
põlema	põlenuvad
aga	aga
siis	sis
paber	paber
ei	ei
tahtma	taha
ka	ka
hästi	`äs'ti
põlema	põleda
aga	aga
muidu	muidu
olema	ol'i
tuba	tuba
paber	paberisi
täis	täis
kõik	kõik
ja	ja
olema	oless
võima	võinud
ka	ka
põlema	põlema
minema	`minna
aga	aga
ei	ei
minema	lähnud
jah	jahh
olema	ol'i
õnn	õnnest
ei	eij
olema	olnud
õnnetus	õnnettusest
jah	jahh
mina	mina
ikka	ikke
korjama	korjasin
tsaar	saari
raha	raha
et	et
no	noo
et	et
ega	ega
siis	s
see	sii
ei	ei
kaduma	kao
kus	koss
tsaar	saar
see	se
olema	on
ju	jo
suur	suur
mees	miis'
ikka	ikke
ja	ja
no	no
ära	ära
hävitama	ävittasivad
see	selle
tsaar	saari
ka	ka
veel	veel
ja	ja
kõik	kõik
vana	vana
Lenin	`Leen'in
see	se
olema	ol'i
ikka	kke
peamine	`peamise
tsaar	saari
hävitaja	ävittaea
jah	jahh
nüüd	nüid
ei	eij
olema	ole
enam	enam
tsaar	`saari
ei	ei
keegi	kedagi
olema	onn
kõik	`kõikki
tegema	`tehtud
jah	jahh
olema	onn
tegema	`tehtud
küll	küll
nägema	näätte
ise	es'i
mina	ma
olema	olen
töö	tüüd
tegema	tehnud
no	no
ikka	`ikke
noh	nohh
kus	koss
siis	siss
kus	koss
see+ki	`siigi
jääma	jäi
ja	ja
siis	siss
ka	ka
keegi	kedagi
suur	suurt
riist	`riista
ei	eij
olema	olnd
no	no
ega	ega
teie	te
ei	i
mäletama	mäletta
vanasti	vanast
olema	ol'id
nii+sugune	nisuksed
hark+ader	ar'k+adrad
muu	muud
riist	`riista
ei	eij
olema	olnd
kui	kui
hark+ader	ar'k+ader
puu+pulk	puu+`pulkkadega
äke	äkke
ja	ja
hark	argid
puu	puust
jah	jahh
pakk	pakkud
ja	ja
pulk	pulgad
sees	sehes
ja	ja
no	no
kask	kase
puu	puust
ja	ja
pulk	pulgad
olema	ol'id
kes	kellel
kõva	kõvemad
olema	ol'id
ja	ja
mis	miss
olema	ol'id
jalakas	jalakkad
ja	ja
künnap+puu	künnap+pud
vist	vist
kes	kellest
need	niid
pulk	pulgad
olema	ol'id
ja	ja
muu	muud
riist	`riista
ei	eij
olema+ki	olnutki
ise	is'i
tegema	tegin
no	nu
mis	miss
seal	säl
siis	ss
olema	ol'i
paku+kene	pakkukkesed
tegema	teha
ja	ja
ja	ja
pulk	pulgad
sisse	`sisse
ja	ja
see	se
ei	eij
olema	olnd
suur	suur
kunst	kun'st
ja	ja
muu	muud
riist	`riista
ei	eij
olema	olnd
noh	nohh
nüüd	nüid
mina	ma
olema	ol'in
ikka	ikke
hea	ia
vana	vana
kui	kui
tulema	tul'id
siis	siss
suur	suuremad
ader	adrad
välja	`väl'lä
nüüd	nüid
olema	onn
kõik+sugune	kõik+sugused
riist	riistad
noh	nohh
see	si
hani+jalg	an'i+jalg
no	no
kus	kos
teie	te
siis	ss
teadma	`tiatte
see	seda
aa	aa
muuseum	muuseumist
jaa	jaa
see	sii
kutsuma	kutsut'ti
hani+jalg	an'i+jalg
jah	jahh
see	sellel
siis	siss
panema	`pan'tti
kah	kahh
kaks	kaks
hobune	obost
ette	`ette
ja	ja
ja	ja
no	nu
see	se
olema	ol'i
juba	juba
ikka	ikke
viimane	viimasel
aeg	aal
kes	kiss
hani+jalg	an'i+jalg
raud	ravvast
päris	päris
raud	raud
no	no
olema	ol'id
käpp	käppad
ka	ka
ikka	`ikke
need	niid
tulema	tul'id
pärast	pärast
viimane	viimasel
aeg	aal
ikka	ikke
enne	`enne
ei	eij
olema	olnud
küll	küll
muu	muud
miski	midagi
kui	kui
paljas	pal'las
hark+ader	ar'k+ader
ja	ja
puu+äke	puu+äkkettega
ja	ja
ja	ja
vili	vil'i
kasvama	`kasvas
ka	ka
ega	ega
viga	viga
ei	eij
olema	olnd
nüüd	nüid
olema	onn
kõik+sugune	kõik+sugused
riist	riistad
