salv	`salves
ussi+kene	us'sikkestest
must	mustad
pea	piad
olema	õl'id
otsas	otsas
ja	ja
k	k
ja	jaa
ja	jaa
sedasi	sedasi
ja	jaa
ja	ja
siis	sis
saba	sava
ots	õts
olema	õl'i
lõhki	`lõhki
see	sellel
uss	us'sil
aga	aga
siis	siis
ütlema	`üeldi
et	et
see	sie
olema	õl'i
vaenu+köis	vaenu+köis
vana	vanad
rahvas	rahvas
vana	vanad
inimene	in'imesed
teadma	tiasid
see	sest
ja	ja
siis	siss
ee	ee
kui	kui
sina	sa
sedasi	sedasi
üks	üks
vana	vana
inimene	in'imene
olema	õl'i
see	sie
rääkima	`riakkis
et	et
kui	kui
sina	sa
sedasi	sedasi
need	nied
ussi+kene	us'sikkesed
näpp	näppiga
sedasi	sedasi
laiali	laijali
lahutama	lahuttasid
ja	ja
nemad	nad
jälle	jälle
koosnema	`koosnesid
kokku	`kokku
et	et
siis	siis
see	sell
olema	on
hea	ia
käsi	käs'i
mis	mis
tema	ta
tegema	tieb
see	sie
kõik	kõik
hästi	`äs'ti
kord	`korda
minema	lähäb
ja	ja
mina	maa
siis	sis
tegema	tegin
ka	koo
see	sie
temp	tembu
ära	ää
ootama	`ootta
las	las
mina	ma
katsuma	katsun
kas	kas
mina	ma
oskama	`õskan
tegema	teha
lahutama	lahutsin
ka	koa
sedasi	sedasi
ja	ja
ja	ja
nemad	nad
koosnema	`koosnesid
jälle	jälle
kõik	kõik
ja	ja
ja	ja
minema	läksid
jälle	`jälle
oma	õma
tee	tied
ronima	ron'isid
pikka+mööda	`pikka+`müöda
venima	venis
see	se
köis	köis
aga	aga
tema	tema
olema	õl'i
niske	`niske
lai	lai
nagu	nagu
tema	ta
olema	õl'i
lai	laijem
kui	kui
uss	us's
et	et
madu	madu
olema	on
ka	koa
ikka	`ikke
niske	`niskene
vana	vana
ümmargune	ümmargune
aga	aga
see	sie
olema	õl'i
niske	`niske
nii	nii
lai	lai
olema	õl'i
koosnema	`koosnes
ussi+kene	us'sikkestest
jah	jahh
ja	ja
must	mustad
pea	piad
olema	õl'id
iga+üks	iga+ühel
otsas	õtsas
ja	ja
kohe	kõhe
nii	nii
sedasi	sedasi
või	vai
see	sie
vana	vana
Kote	Kotte
mamma	mamma
see	sie
ütlema	`ütles
sedasi	sedasi
et	et
tema	täma
lahutama	lahuttand
sedasi	sedasi
näpp	näppiga
kõik	kõik
sedasi	sedas
siis	ss
siis	siis
nemad	nad
jälle	`jälle
koosnema	`koosnesid
tagasi	tagasi
noh	nohh
pikk	pikk
Indrik	Indrik
nimetse+mats	nimetse+mat's
täi+tapper	täi+`tapper
koti+nõel	kot'ti+nõel
pikk+indrik	pikk+indrik
nimetse+mats	nimetse+mat's
väike+ats	`väikke+at's
sedasi	sedasi
käima	käib
see	sie
lugemine	lugemine
ei	ei
ei	ei
esimene	esimese
no	noo
jah	jahh
koti+nõel	kot'ti+nõel
noh	nohh
tema	ta
ütlema	t's
et	et
e	e
see	sellest
et	et
siis	siiss
see	sie
olema	on
see	selle
need	nied
olema	on
õnnekas	õn'nikkad
käsi	kääd
see	sie
vana+inimene	vana+inimene
seal	sial
seletama	selettas
nemad	naad
olema	õl'id
niske	`nisked
kuntsikas	kun'tsikkad
ka	koa
need	nied
vana	vanad
inimene	inimesed
ega	ega
mina	minul
kunts	`kun'tsi
ei	eij
olema	õle
aga	aga
mina	mina
see	seda
olema	õlen
nägema	nähnd
ja	ja
mina	maa
ei	ei
muu	muud
ei	ei
teadma	tia
see	sie
mina	mu
nägemine	nägemises
olema	on
olema	õld
no	noo
jah	jahh
üks	üks
käima	käis
küsima	küsimas
ka	koa
et	et
kas	kass
sina	sa
nemad	neid
asi	`as'ju
mäletama	mälestad
ja	ja
olema	õled
et	et
kuid	kuid
mina	maa
muu	muud
ei	ei
teadma	tia
no	no
see	seda
et	et
mina	ma
e	e
noh	nohh
see	sie
olema	õl'i
nimetama	nimettatti
vaenu+köis	vainu+köis
et	et
üks	üks
vana+inimene	vana+inimene
rääkima	`riakkis
ja	ja
et	et
tema	täma
olema	on
tegema	teind
ja	ja
ja	ja
mina	maa
ka	kaa
tegema	tegin
see	seda
jah	jahh
jah	jahh
üks+kord	üks+kord
jah	jahh
ja	ja
see	seda
pärast	pärast
enam	enamb
ei	ei
nägema	nähnd
see	seda
pori	pori
olema	õl'i
nägema	näha
küll	küll
iga	iga
hommikuti	ommukkut
aga	aga
enam	enamb
ei	ei
nägema	nähnd
rohkem	`rohkemb
kui	kui
see+kord	sie+kõrd
nägema	nägin
ja	ja
jah	jahh
ja	ja
see	sie
olema	õl'i
mina	minu
nägemine	nägemine
jaa	jaa
oi	oi
oi	oi
oi	oi
mina	maa
roos	roos
mädandama	mädandas
kohe	kõhe
mina	mul
mina	mul
lööma	lõi
nõnda	nõnna
rind	`rinda
siis	siis
pahem	pahemas
rind	rinnas
ja	ja
kuulma	kuule
tema	täma
jooksma	`juoksis
kohe	kõhe
ja	ja
ja	ja
siis	siis
andma	`an'dis
järele	järele
ja	ja
ega	ega
laps	laps
sealt	sialt
enam	enam
imema	imeda
ei	ei
saama	saand
ega	ega
piim	`piima
ei	eij
olema	õld
enam	enamb
seal	sial
tema	ta
rikkuma	`rikkus
ära	ära
see	selle
rind	rinna
jaa	jaa
jaa	jaa
jah	jahh
siis	siis
ehmatus	ehmattusest
mina	ma
minema	läksin
kapp	kappile
ja	ja
hiir	iir
hüppama	`üppas
ka	ka
sealt	sialt
naa	na
mina	`mulle
vastu	`vasta
ja	ja
see	sellest
ehmatus	ehmattusest
jääma	jäi
ja	ja
sedasi	sedasi
mina	maa
saama	sain
terve	`tervest
mina	maa
arst	`ar'stidel
olema	põle
käima	käinud
mina	mina
olema	põle
kuskil	`kus'kil
arst	`ar'stide
pool	puol
käima	känd
nii	nii
vana	vana
mina	maa
olema	õlen
ja	ja
mina	maa
ütlema	`ütlesin
see	sie
poeg	pojale
ka	koa
et	et
kas	kass
sina	saa
minema	lähed
et	et
ära	ära
sina	sa
lõikama	leigatta
ise	ennast
laskma	lase
aga	aga
tema	täma
ütlema	üt's
tema	täma
ei	ei
saama	saanud
teisiti	tõisitti
et	t
tema	täma
valu	valud
ei	ei
lõppema	lõppe
tema	taa
mõtlema	`mõtles
arst	ar'stid
rõõmustama	rõõmustasid
tema	teda
et	et
sina	saa
saama	saad
ikka	ikke
terve	`tervest
aga	aga
noh	nohh
eks	eks
mina	ma
arstima	`ar'stind
ikka	`ikke
ka	kaa
e	e
apteek	`apteegi
rohi	`rohtudega
aga	aga
ei	ei
saama	saanud
abi	abi
ei	ei
saama	saanud
ikka	`ikke
mädanema	mädanes
ja	ja
jooksma	`juoksis
välja	`välja
ja	ja
ja	ja
saama	sai
terve	`tervest
jah	jahh
ja	ja
mina	maa
olema	õlen
nüüd	nüüd
terve	terve
ega	ega
mina	maa
muu	muud
häda	äda
olema	õle
jalg	jalad
olema	onn
jalg	jalad
olema	on
ikka	ikke
vilets	viletsad
ja	ja
noh	nohh
kui	kui
mina	ma
ikka	ikke
olema	õl'in
noor	nuor
ja	jaq
hommikul	ommukku
olema	õl'i
ilus	ilus
ilm	ilm
hästi	`äs'ti
ja	jaa
muti+mees	mut'ti+mehed
sügisel	sügise
järv	jär'v
olema	õl'i
lahti	`lahti
vaba	vaba
vesi	ves'i
ja	ja
nüüd	nüüd
e	e
muti+mees	mut'ti+mehed
sättima	`sät'tis'ivad
ja	ja
ja	ja
mina	minu
Lenn	Lenn
olema	õl'i
üks	üks
muti+mees	mut'ti+mies
ja	ja
küla	külas
teine	`tõise
ka	kua
nii	niij
et	et
nemad	neid
olema	õl'i
viis	viis
mees	miest
ja	ja
minema	läksivad
mutt	`mut'ti
ja	jaa
hommikul	ommukku
kui	ku
valge	`valge
siis	sis
hakkama	`akkas
torm	tor'm
aga	aga
nemad	nämad
olema	õl'id
kaugele	`kaugele
minema	lähnud
juba	juba
et	et
nii	niij
et	et
nemad	nämad
ei	i
saama	saanud
enam	enam
nii	nii
pea	pia
kui	kui
torm	tor'm
hakkama	`akkas
siis	sis
nemad	näd
hakkama	`akkasid
puri	`pur'je
tõstma	`tõstma
ja	jaa
üks	üks
need	neist
olema	õl'i
nii	nii
kärme	kärme
et	et
tema	taa
seal	sial
jäätama	`iattand
sügisel	sügise
muidugi	muidugi
ja	ja
see	sie
mardi+päev	mar'di+bäeva
aeg	aeg
olema	õl'i
siis	siis
olema	õl'i
ju	juu
nagu	nagu
kõik	kõik
ju	ju
tõmbama	`tõmmas
jää	`iasse
ja	ja
kohma	`kohma
nii	ni
vene	`venne
serv	servad
täms	täms
olema	õl'i
nii	nii
kiire	kiire
minema	läks
see	seda
puri	pur'je
jalg	`jalga
sättima	`sät'tima
ja	ja
livestama	livestas
kui	kui
see	sie
maru	maru
ju	ju
see	seda
e	e
jalg	`jalge
alt	alt
see	selle
e	e
vene	`venne
ära	ära
tõmbama	`tõmbas
tema	täma
kukkuma	`kukkus
mm	mm
ja	jaq
sinna	`sinna
vesi	`vette
ja	ja
ja	ja
laine	laene
ja	ja
see	sie
tuul	tuul
tõmbama	`tõmmas
see	seda
vene	venet
edasi	edesi
ja	ja
tema	täma
vajuma	vajus
ja	ja
siis	siis
kui	kui
tema	ta
veel	veel
vesi	vee
peale	`piale
tõusma	`tõus'is
ütlema	`ütles
et	et
vend	vennad
aitama	aidakka
ja	ja
vend	vennad
ei	ei
võima	võind
enam	enam
keegi	kedagi
tegema	teha
vaatama	`vaatta
et	et
uppuma	upputte
ise	ise
ka	koa
ära	ää
mis	mis
sina	sa
veel	viel
saama	said
aitama	aidatta
kui	kui
tema	täma
ju	juo
vesi	vies
ja	ja
jo	jo
vene	vene
edasi	edesi
tulema	tul'i
kus	kus
sina	sa
aitama	`aittad
ja	ja
tema	täma
jääma	jäi
ja	ja
teine	tõised
tulema	tul'id
ära	ärä
ja	ja
tema	täma
vajuma	vajus
alla	`alla
ja	ja
ja	ja
siis	siis
sedasi	sedasi
olema	õl'i
lugu	lugu
et	et
isa	isa
vana	vana
elama	elas
veel	veel
ja	ja
olema	õl'i
ju	ju
rand	rannas
vastas	vastas
iga	iga
õhtu	`õhta
olema	onn
tema	täma
vastu	`vastu
tulema	tuld
kui	kui
mutt	mut't
alla	`ala
tulema	tul'i
ja	ja
märss	mär'si
vastu	`vasta
kus	kuss
leib	leib
olema	õl'i
ja	jaa
seltsi+mees	sel'si+mehed
tooma	tõid
märss	mär'si
kuhu	kuhu
teie	te
mina	minu
poeg	puja
jätma	jät'titte
keegi	`kiegi
ei	ei
saama	suand
sõna	sõna
suu	suust
ütlema	`üelda
et	et
poeg	pueg
vajuma	vajus
vesi	`vette
ja	ja
jääma	jäi
ja	ja
siis	siis
see	se
naine	naine
nutma	`nut'tis
nii	nii
et	et
tema	täma
jääma+ki	`jäigi
pool+pime	puol+bimedast
sina	sa
mõtlema	`mõtle
siis	sis
ja	jee
väike	vaikke
poeg	poeg
jääma	jäi
järele	järile
ja	jaa
ja	ja
siis	siss
sedasi	sedasi
olema	õl'i
et	et
tema	täma
olema	õl'i
nii+kaua	nii+kaava
vesi	vees
kui	ku
jaani+laat	jaan'i+laadani
see	se
olema	õl'i
kümnes	`kümnemal
suvi	suvel
jaani+laat	jaan'i+laat
ja	ja
vesi	ves'i
olema	õl'i
ajama	aand
tema	täma
kallas	`kaldale
ja	ja
kummuli	kummuli
tema	täma
olema	õl'i
ujuma	ueus
kummuli	kummuli
laine	laine
ja	jaa
mina	mina
ka	ka
olema	õl'in
noor	noor
ja	ja
minema	läksin
siis	sis
vaatama	`vaattama
siis	sis
pea	piast
olema	õl'id
juuksed	`juuksed
kõik	kõik
see	se
vesi	ves'i
ära	ää
uhtuma	`uhtunud
muu	mut
kui	ku
pea+luu	pia+luu
olema	õl'i
ja	ja
kasukas	kasukkas
ja	ja
kuub	kuub
need	need
olema	õl'id
seljas	sel'jas
ja	ja
teadma	tiad
vöö	`vüöga
kõvasti	kõvast
talv	talve
aeg	aal
külm	külmaga
kõik	kõik
kinni	kin'ni
panema	`pandud
ja	jaa
noh	nohh
siis	siis
viima	`viidi
tema	täma
kodu	kodu
ja	jaa
tema	täma
siis	siis
olema	õl'i
selts	sel'si
raha	raha
olema+ki	õl'igi
tema	täma
käes	kää
üks	ühe
käes	kää
olema	õl'i
siis	siis
selts	sel'si
raha	raha
ja	ja
siis	siis
seltsi+mees	sel'si+mehed
jätma	`jät'tivad
see	selle
tema	täma
matuse+päev	mattusse+bäävast
et	et
see	sellega
matma	`matta
maha	maha
kolm+kümmend	kolm+gümend
rubla	rubla
või	vai
andma	`an'tsid
see	seda
raha	raha
ja	jaa
ja	ja
see	sie
siis	siss
see+sama	se+sama
küla	külast
nüüd	nüd
see	see
nüüd	nüd
poeg	poja
poeg	pueg
nüüd	nüd
elama	elab
seal	sial
paik	paiga
peal	pial
ja	ja
see	seda
olema	on
kannatama	kannattand
inimene	in'imesed
kõik	kõik
välja	`väl'ja
et	et
neske	`neske
asi	as'i
olema	onn
juhtuma	`juhtunud
jah	jahh
inimene	inime
kõik	kõik
pidama	pidand
nägema	nägema
ei	ei
ei	ei
keegi	kedagi
ei	eij
olema	õld
tundma	`tunda
näed	näet
nemad	naad
ega	ega
nemad	nad
olema	põleks
minema	lähnud
siis	sis
kui	ku
hommikul	ommukku
olema	õl'i
vaikne	`vaikne
ja	ja
kui	kui
nemad	nad
ära	ära
kodu	kodust
minema	läksid
ju	juo
siis	siis
torm	tor'm
tõusma	`tõusis
ja	ja
küll	küll
tema	ta
olema	onn
must	must
siis	siss
see	se
Peipsi	`Peipsi
oh	ohh
sina	sa
aeg	aeg
kui	kui
sügisel	sügise
tulema	tuleb
ja	ja
kole	kole
aga	aga
vata	vatta
nüüd	nüüd
olema	on
ilus	ilus
kui	kui
tulema	tulevad
need	nied
tark	targemad
mees	mehed
ja	ja
rikas	`rikkad
siis	siis
nemad	nad
jätma	jättavad
see	see
koht	`kohta
kohe	kõhe
siin	siin
olema	on
neske	`neske
lage	lage
koht	koht
sinna	`sinna
tee	tie
äär	jääre
poole	`poole
ja	ja
ise	ise
minema	lähvad
siis	siss
sinna	`sinna
Peipsi	`Peipsi
äärde	`jääre
vaatama	`vaattab
ka	ka
seal	sial
vesi	vett
egas	egas
igal+pool	igal+puol
ei	eij
olema	õle
järv	järved
aga	aga
rikas	`rikkaid
olema	on
kõik	kõik
koht	kõhad
täis	täis
nägema	näe
masin	`mas'sinad
sõitma	sõidavad
järsku	`järsku
need	ned
väike	veikkesed
sõidu+masin	sõidu+`mas'sinad
nüüd	nüüd
olema	on
rikas	`rikkaid
palju	paillu
ka	kaa
rohkem	`rohkem
siginema	sigenend
kui	kui
enne	ennemast
olema	õl'i
ega	ega
enne	ennemast
ei	eij
olema	õld
nii+palju	nii+bal'lu
nüüd	nüüd
no	no
enne	ennem
olema	õl'ivad
talu	talus
olema	õl'i
palju	pal'ju
töö+inimene	töö+in'imeisa
no	no
kes	kell
olema	õl'i
oma	oma
pere	pere
enne	ennem
olema	õl'id
laps	lapsed
kodu	kodu
kõik	kõik
jah	jahh
aga	aga
juba	juba
kes	kess
saadik	saadik
hakkama	`akkas
nagu	nagu
rohkem	`rohkem
palk	`palkka
tahtma	`tahtma
need	need
minema	läksivad
jälle	`jälle
välja	`väl'ja
teenima	`teen'ima
Kivirä	Kiviräl
järv	järvel
olema	õl'id
suur	suured
talu	talud
siis	siis
poiss	poes'id
minema	läksivad
kõik	kõik
sinna	`sinna
jälle	`jälle
saama	saevad
sealt	sialt
suur	`suured
palk	palgad
kallis	`kal'lid
palju	pal'ju
noh	noh
see	see
olema	ol'i
nõnda	nõnna
kaks+kümmend	kaks+kümmend
viis	viis
rubla	rubla
ja	ja
raha	raha
jah	jahh
raha	raha
kõik	kõik
raha	rahas
vili	`vil'ja
ei	eij
andma	`anttud
ja	ja
mõni	mõnel
kes	kell
olema	õl'ivad
riided	`riided
kauplema	kaabeldud
või	vai
kuidagi	kudagi
jah	jahh
lina	linu
masindama	`mas'sindat'ti
jälle	jälle
noh	nohh
mina	ma
minema	lää
nüüd	nüüd
rukki+lõikus	`rukki+`lõikkuse
lina	linu
masindama	mas'sindatta
jälle	jälle
olema	õl'ivad
nii+sugune	nisuksed
väike	`veiksed
aar	aarud
ja	ja
siis	siis
kaks	kaks
rull	`trul'li
olema	õl'id
sees	sies
siis	siis
mees	mehed
pöörama	püöras'sid
sedasi	sedasi
kaks	kahele
pool	poole
üks	ühe
pihk	pihu
panema	pan'id
sinna	`sinna
alla	`alla
tald	`tallade
otsa	`otsa
hulga	`ulkka
lina	linu
olema	õl'i
maas	maas
iga	igas
talu	talus
jah	jahh
särk	särgi
väel	vääl
talv	talve
aeg	aeg
rehi	reije
all	all
jah	jahh
rehe+tuba	rehe+duas
olema	õl'i
muidugi	muedugi
kuivatama	kuevattattud
ära	ärä
need	need
lina	linad
ja	ja
sedasi	sedasi
ja	ja
jälle	`jälle
naine	naesed
siis	siis
need	need
hakkama	`akkas't
üks	üks
nii+sugune	`niskene
väike	`veikke
mõõk	mõõk
või	vai
see	sellega
jälle	jälle
need	neid
luu	luid
maha	maha
peksma	`peksma
mõni	mõn'i
pidama	pid'i
olema	õlema
kes	kess
kõige	kõege
kärme	`kärmem
olema	õl'i
see	see
saama	sai
jälle	`jälle
no	no
mina	mina
olema	õl'in
oma	oma
kodus	kodu
mina	minul
nüüd	nüid
ei	eij
olema	õld
keegi	kedägi
aga	aga
kes	kess
teenija	`teen'ija
olema	õl'i
see	sell
olema	õl'i
ikka	`ikke
sugemine	sugemist
et	et
saama	sai
oma	oma
jagu	jao
välja	`väl'ja
no	noo
jah	jaah
tahtma	tahet'ti
ikka	ikke
et	et
kolm	kolm
leisikas	lees'ikked
noh	noh
kaks+kümmend	kakskümmend
nael	`naela
ropsima	ropsib
ära	ära
päev	päävas
või	vai
luu	luud
ära	ära
küljest	kül'jest
noh	noh
kuidas	kuda
lina	linad
olema	ol'ivad
kui	kui
olema	ol'id
ilus	ilusad
lina	linad
siis	siis
minema	läksid
vähem	vähäm
kui	kui
jälle	jälle
halb	aalvad
siis	siis
minema	läks
palju	pal'ju
ja	ja
noh	noh
kõik	kõik
kitkuma	`kitkusime
nagu	nagu
nüüd+ki	`nüitki
ikka	ikke
kitkuma	kitkuvad
naine	naesed
no	no
lina	lina
kasvama	kasub
siis	sis
tõmbama	`tõmmad
sedasi	sedasi
jälle	`jälle
siia	`seije
käsi	`kätte
ja	ja
nii+kaua	`nii+gavva
kui	kui
saama	saab
pihk	pihk
täis	täis
ja	ja
köitma	köedad
side	sideme
ümber	`ümber
ja	ja
nii+viisi	`nii+viis'i
käima	käib
see	si
töö	töö
see	si
lina+kiskumine	lina+kiskumine
need	neist
lina	linadest
jälle	jälle
pihk	pihk
täis	täis
köitma	köedad
kinni	`kin'ni
viskama	`viskad
minema	minema
jälle	`jälle
uus	uuwe
no	no
kümme	kümme
ikka	`ikke
panema	pan'ivad
siis	sis
kui	ku
hakkama	akkat'ti
lugema	lugema
siis	siis
olema	õl'i
ikka	ikka
jälle	`jälle
teadma	`tiada
jah	jahh
jah	jahh
hunnik	un'nikkud
lugema	`loet'ti
ära	ära
no	no
teadma	`tiada
palju	palju
keegi	`kelgi
olema	onn
jah	jahh
jah	jahh
kes	kess
rohkem	`rohkem
saama	sai
see	see
saama	sai
jälle	jälle
rohkem	`rohkem
palk	`palkka
ja	ja
no	noo
siis	sis
hakkama	`akkas't
mees	mehed
jälle	jälle
kraapima	`kraappima
need	neid
kupar	`kuprid
maha	maha
väli	välja
peal	pial
siis	siis
kraapima	kraabit'ti
kupar	`kuprad
maha	maha
ja	ja
vedama	`veet'ti
lina+ligu	lina+`likku
seal	sial
leotama	`liuttat'ti
nemad	nad
pehme	`pehmest
nii+kaua	nii+gavva
kui	ku
luu	luu
lahti	`lahti
ja	ja
siis	siis
jälle	jälle
tooma	`tuod'i
sealt	sialt
välja	`väl'ja
ja	ja
laotama	`laottet'ti
maa	maa
peale	piale
kuivatama	kuevattat'ti
ära	ära
ja	ja
siis	siis
jälle	`jälle
rehe+tuba	rehe+`duppa
no	noo
see	see
olema	õl'i
mina	minu
aeg	aeg
jälle	jälle
rehe+tuba	rehe+`duppa
pars	par'sile
no	no
nüüd	nüid
enam	enam
ju	ju
see	seda
ei	eij
olema	õle
e	e
kuivatama	kuevattat'ti
ära	ära
ja	ja
siis	siis
hakkama	`akkas
see	sie
mees	mehed
hakkama	`akkas't
pöörama	`pöörama
seal	sial
rehi	reije
all	all
nii+sugune	`niske
väike	`veikke
masin	`mas'sin
olema	õl'i
kaks	kahele
poole	puole
nii	niij
et	et
särk	sär'gid
aurama	`auras'id
seljas	sel'jas
ei	ei
see	seda
tegema	tegid
päev	pääval
ikka	`ikke
ja	ja
õhtul	`õhta
ka	kaa
naine	naesed
jälle	jälle
siis	siis
jah	jahh
ropsima	`ropsisid
ära	ära
luu	luud
maha	maha
ja	ja
too	too
siis	siis
müüma	`müüd'i
ära	ära
palju	pal'ju
lina	linu
olema	õl'i
maas	maas
mõni	mõn'i
mina	minu
isa	isa
kodu+ki	kodogi
olema	õl'i
mõni	mõn'i
seitse	seetse
vakk	`vakka
olema	õl'i
lina	linu
maas	maas
terve	terve
väli	väl'i
vaatama	vaatta
seal	sial
olema	õl'i
kiskumine	`kiskumist
ja	ja
töö	tööd
juba	juba
noh	nohh
aa	aa
ja	ja
lina	linadest
saama+ki	`saitki
raha	raha
enne	ennem
jah	jahh
siis	siis
noh	nohh
siis	siis
see	selle
köitma	k`edet'ti
nemad	nad
punt	`pun'tti
ja	ja
käima	kääs'id
koju	kodo
kaup+mees	`kaupmed
ja	ja
need	need
ostma	`os'tsivad
ära	ära
no	no
kes	kess
tahtma	`tahtis
jah	jahh
tegema	teha
nõnda	nõnna
et	et
nemad	nad
klantsima	`klan'tsima
hakkama	akkas't
siis	siis
riputama	ripputtas
vesi	vett
peale	`piale
ja	ja
siis	sis
sättima	`sääd'is
veel	veel
pärast	pärast
uuesti	uuwest
mina	minu
vend	vend
tegema	tegi
see	seda
jah	jahh
laduma	ladus
kõik	kõik
seda+viisi	seda+vis'i
rida	`ritta
siis	sis
raputama	rapputtas
vesi	vett
ivake	ivakke
peale	`piale
kui	kui
nemad	nad
mõni	mõne
päev	pääva
seisma	seis'id
siis	sis
hakkama	akkas
need	neid
uuesti	uuwest
jälle	`jälle
köitma	`köitma
pundar	`puntra
siis	siis
olema	õl'id
lina	linad
ilus	ilusad
no	no
kaal	kaalu
järgi	`järgi
jah	jahh
noh	noohh
meie	me
need	nied
naine	naesed
tegema	tegivad
õhtul	`õhta
käima	käis
mõni	mõn'i
neli	nel'i
vokk	`vokki
nõnda	nõnna
et	et
kell	kella
kümme	`kümneni
no	no
ilus	ilusamad
jah	jahh
ikka	`ikka
riie	`riide
jaoks	jaost
kus	koss
olema	õl'i
enne	ennem
kangas	`kangid
talu	taludes
nii+palju	nii+bal'ju
mina+ki	minagi
olema	õl'in
noor	noor
siis	siss
kuduma	kudus'in
telg	tel'jette
peal	pial
nii	niij
et	et
rakk	rakkud
olema	õl'id
pihk	pihus
jah	jahh
kevadel	kevade
olema	õl'id
jälle	jälle
väljas	väl'jas
seal	sial
maas	maas
rohi	rohu
peal	pial
ja	ja
mh	mh
lõng	`lõngu
saama	sai
pesema	pesta
külm	kül'm
vesi	ves'i
olema	õl'i
kui	ku
vesi	ves'i
jooksma	`jooksis
ega	ega
seal	sial
ei	eij
olema	õld
küsimine	küs'imist
et	et
külm	kül'm
olema	on
jah	jahh
kui	kui
lõng	`lõngu
saama	sai
pleegitama	`pleekki
valge	`valgest
ja	ja
siis	siis
saama	said
lõng	lõngad
pleegitama	pleegittud
siis	siis
kangas	`kangad
ülesse	ülesse
ja	ja
kuduma	kuduma
ja	ja
siis	siis
jälle	`jälle
uuesti	uuwest
need	neid
keetma	keedet'ti
ja	ja
vedama	`veet'ti
välja	`väl'ja
päev	pääva
kätte	`kätte
rohi	rohu
peale	`piale
pleekima	`pleekkima
kangas	`kangad
jah	jahh
vahel	vahel
saama	sai
vaatama	vaadatta
siis	siis
kus	kuss
nemad	nad
siis	siis
valendama	valendas't
kus	kuss
olema	õl'ivad
kangas	`kangad
maas	maas
või	või
nagu	nigu
maailma	mailma
pikk	pikkad
ikka	ikka
noh	nohh
kaheksa	kaheksa
sein	`seina
ja	ja
ütlema	`öeldi
sein	seenad
siis	siis
olema	õl'ivad
no	no
meeter	`meetrid
ei	eij
olema	õllud
jah	jahh
noh	nohh
kaks+teist+kümmend	kaks+teist+kümme
küünar	küünart
lugema	`luet'ti
sein	sein
jah	jahh
noh	noh
nüüd	nüid
olema	on
meeter	`meetter
siis	siis
olema	õl'id
küünar	`küinrad
noh	nohh
kui	kui
olema	õl'ivad
peenikene	peen'ikkene
puu	puudega
siis	siis
ei	ei
saama+ki	saanudki
kui	kui
palju	pal'ju
ootama	ootta
kärme	käärme
kuduja	kuduja
olema	õl'i
no	no
ikka	`ikka
siis	sis
kuduma	kudus
viis	viis
kuus	kuus
meeter	`meetrid
või	või
küünar	küinart
ära	ära
päev	päävas
noh	nohh
kõik	kõik
mis	miss
linane	linased
olema	õl'i
need	need
olema	õl'id
kaks	kahe
niis	niijega
ja	ja
mees	meestele
püksi+riie	püksi+riijet
need	need
olema	õl'id
neli	nel'ja
niis	niijega
kleidi+riie	kleed'i+`riided
noh	nohh
need	need
olema	õl'i
siis	siss
jälle	jälle
rohkem	`rohkem
niis	`niidega
villane	villased
noh	noh
ega	ega
siis	siis
olema	õl'id
kõik	kõik
villane	villased
kleit	kleed'id
oma	oma
kuduma	`koottud
laskma	`lasta
ära	ära
värvima	`värvi
ja	ja
ei	ei
värvima	värvittud
no	noo
see	seda
tegema	`tehti
jah	jahh
see	seda
mina	ma
mina	ma
olema	õl'in
noor	noor
see	seda
mäletama	määlettan
ka	kaa
mina	ma
ei	ei
tahtma	taha
kõnelema+ki	kõneldagi
no	noo
olema	õl'i
jah	jahh
noh	nohh
ilus	ilus
kusi	kusega
jah	jahh
korjama	kor'jat'ti
noh	mnohh
olema	on
meel	*meeles
küll	küll
mina	ma
olema	õl'in
siis	siis
laps	laps
korjama	kor'jat'ti
see	seda
kusi	kust
ja	ja
rehe+tuba	reije+duas
olema	õl'i
ahi	aahju
muidugi	muedugi
rehi	rehi
olema	õl'i
üleval	üleväl
ahi	ahi
soe	soe
ja	ja
seal	sial
siis	sis
olema	ol'i
see	see
sini+kivi	sin'i+givi
või	vai
mis	miss
tema	teda
kutsuma	kutsut'ti
seal	sial
hoidma	`oit'ti
see	seda
ja	ja
siis	sis
vill	villad
sisse	`sisse
saama	sai
nii	nii
kõva	kõva
sinine	sin'ine
et	et
vill	villad
jah	jahh
vill	villad
värvima	vär'vit'ti
ära	ära
linane	linast
ei	ei
saama	saand
linane	linast
korjama	kor'jat'ti
mets	metsadest
jälle	jälle
mõni	mõnd
värv	`värvis'id
jah	jahh
sammal	`sambla
sammal	sammalt
korjama	kor'jat'ti
kivi	kivide
pealt	pialt
ja	ja
siis	siis
käima	käis
sinna	`sinna
keegi	kedagi
juurde	`juure
kübara+must	kübara+`musta
ja	ja
maarja+jää	`maarja+jääd
ja	ja
kõik	`kõikki
lepa+koor	leppa+koorttega
ja	ja
saama	sai
ilus	ilus
pruun	pruum
jälle	`jälle
no	no
lepa+koor	leppa+koored
leotama	`liutta
ära	ära
ja	ja
siis	siis
panema	pane
keema	`keema
siis	sis
keema	keeb
nii+sugune	nisukke
pruun	pruum
välja	`väl'ja
mina	mina
värvima	`värvis'in
ka	ka
see	sellega
proovima	`proovis'in
üks	ühe
kord	kõrra
siis	siis
jääma	jäi
no	no
linane	linast
lõng	`lõnga
või	vai
takune	takkust
